FILE,MD5SUM,TIMESTAMP
2782208,2782208,0.811934
2785280,2785280,0.793706
2788352,2788352,0.798493
2791424,2791424,0.785634
2794496,2794496,0.799236
2797568,2797568,0.784186
2800640,2800640,0.793051
2803712,2803712,0.804269
2806784,2806784,0.800688
2809856,2809856,0.815963
2812928,2812928,0.758173
2816000,2816000,0.804753
2819072,2819072,0.789310
2822144,2822144,0.778724
2825216,2825216,0.775997
2828288,2828288,0.805078
2831360,2831360,0.776282
2834432,2834432,0.801011
2837504,2837504,0.795334
2840576,2840576,0.780640
2843648,2843648,0.785945
2846720,2846720,0.340704
2849792,2849792,0.475585
2852864,2852864,0.597474
2855936,2855936,0.560160
2859008,2859008,0.613959
2862080,2862080,0.569229
2865152,2865152,0.570980
2868224,2868224,0.564778
2871296,2871296,0.576325
2874368,2874368,0.593973
2877440,2877440,0.580903
2880512,2880512,0.564322
2883584,2883584,0.569414
2886656,2886656,0.575516
2889728,2889728,0.531651
2892800,2892800,0.587080
2895872,2895872,0.576859
2898944,2898944,0.605438
2902016,2902016,0.579585
2905088,2905088,0.576450
2908160,2908160,0.596442
2911232,2911232,0.588318
2914304,2914304,0.576786
2917376,2917376,0.583175
2920448,2920448,0.592898
2923520,2923520,0.610336
2926592,2926592,0.536401
2929664,2929664,0.606586
2932736,2932736,0.596940
2935808,2935808,0.604114
2938880,2938880,0.594600
2941952,2941952,0.588698
2945024,2945024,0.604471
2948096,2948096,0.335590
2951168,2951168,0.598468
2954240,2954240,0.562981
2957312,2957312,0.558533
2960384,2960384,0.560397
2963456,2963456,0.562823
2966528,2966528,0.550150
2969600,2969600,0.561155
2972672,2972672,0.592853
2975744,2975744,0.594104
2978816,2978816,0.602656
2981888,2981888,0.584304
2984960,2984960,0.710759
2988032,2988032,0.600864
2991104,2991104,0.619010
2994176,2994176,0.686176
2997248,2997248,0.642259
3000320,3000320,0.579957
3003392,3003392,0.585206
3006464,3006464,0.597943
3009536,3009536,0.597247
3012608,3012608,0.555309
3015680,3015680,0.134255
3018752,3018752,0.135479
3021824,3021824,0.179203
3024896,3024896,0.116628
3027968,3027968,0.129587
3031040,3031040,0.134098
3034112,3034112,0.119571
3037184,3037184,0.122988
3040256,3040256,0.123518
3043328,3043328,0.129161
3046400,3046400,0.214811
3049472,3049472,0.000000
3052544,3052544,0.101542
3055616,3055616,0.338518
3058688,3058688,0.402586
3061760,3061760,0.149842
3064832,3064832,0.040554
3067904,3067904,0.539457
3070976,3070976,0.300120
3074048,3074048,0.531592
3077120,3077120,0.778220
3080192,3080192,0.412853
3083264,3083264,0.684080
3086336,3086336,0.170842
3089408,3089408,0.000000
3092480,3092480,0.000000
3095552,3095552,0.287139
3098624,3098624,0.384385
3101696,3101696,0.315458
3104768,3104768,0.319917
3107840,3107840,0.348739
3110912,3110912,0.414336
3113984,3113984,0.380872
3117056,3117056,0.422110
3120128,3120128,0.381610
3123200,3123200,0.401689
3126272,3126272,0.398486
3129344,3129344,0.360615
3132416,3132416,0.393798
3135488,3135488,0.389554
3138560,3138560,0.282450
3141632,3141632,0.342995
3144704,3144704,0.350473
3145728,3145728,0.384868
3148800,3148800,0.408746
3151872,3151872,0.269738
3154944,3154944,0.209863
3158016,3158016,0.210993
3161088,3161088,0.194566
3164160,3164160,0.155178
3167232,3167232,0.089371
3170304,3170304,0.090079
3173376,3173376,0.323786
3176448,3176448,0.426359
3179520,3179520,0.327092
3182592,3182592,0.281110
3185664,3185664,0.215279
3188736,3188736,0.299107
3191808,3191808,0.393639
3194880,3194880,0.317723
3197952,3197952,0.350655
3201024,3201024,0.339152
3204096,3204096,0.304933
3207168,3207168,0.354121
3210240,3210240,0.342365
3213312,3213312,0.243008
3216384,3216384,0.270072
3219456,3219456,0.209273
3222528,3222528,0.165688
3225600,3225600,0.201884
3228672,3228672,0.247197
3231744,3231744,0.297584
3234816,3234816,0.282286
3237888,3237888,0.174345
3240960,3240960,0.294694
3244032,3244032,0.294615
3247104,3247104,0.125000
3250176,3250176,0.125000
3253248,3253248,0.125000
3256320,3256320,0.161560
3259392,3259392,0.474110
3262464,3262464,0.574816
3265536,3265536,0.557253
3268608,3268608,0.583670
3271680,3271680,0.550107
3274752,3274752,0.579484
3277824,3277824,0.555586
3280896,3280896,0.542307
3283968,3283968,0.569739
3287040,3287040,0.575653
3290112,3290112,0.542040
3293184,3293184,0.578383
3296256,3296256,0.541292
3299328,3299328,0.559958
3302400,3302400,0.613673
3305472,3305472,0.576973
3308544,3308544,0.577371
3311616,3311616,0.507136
3314688,3314688,0.517665
3317760,3317760,0.525869
3320832,3320832,0.524120
3323904,3323904,0.522103
3326976,3326976,0.570154
3330048,3330048,0.576490
3333120,3333120,0.582401
3336192,3336192,0.575818
3339264,3339264,0.576678
3342336,3342336,0.578845
3345408,3345408,0.480824
3348480,3348480,0.481141
3351552,3351552,0.480526
3354624,3354624,0.551784
3357696,3357696,0.474950
3360768,3360768,0.528048
3363840,3363840,0.601298
3366912,3366912,0.569032
3369984,3369984,0.444853
3373056,3373056,0.588293
3376128,3376128,0.546855
3379200,3379200,0.552338
3382272,3382272,0.555082
3385344,3385344,0.557918
3388416,3388416,0.558673
3391488,3391488,0.557420
3394560,3394560,0.552743
3397632,3397632,0.556022
3400704,3400704,0.548316
3403776,3403776,0.558223
3406848,3406848,0.580903
3409920,3409920,0.568673
3412992,3412992,0.616583
3416064,3416064,0.616578
3419136,3419136,0.623558
3422208,3422208,0.623532
3425280,3425280,0.607212
3428352,3428352,0.618584
3431424,3431424,0.619616
3434496,3434496,0.637885
3437568,3437568,0.668999
3440640,3440640,0.767889
3443712,3443712,0.773268
3446784,3446784,0.781404
3449856,3449856,0.758511
3452928,3452928,0.784398
3456000,3456000,0.805299
3459072,3459072,0.764896
3462144,3462144,0.705312
3465216,3465216,0.794087
3468288,3468288,0.788860
3471360,3471360,0.774244
3474432,3474432,0.665416
3477504,3477504,0.825137
3480576,3480576,0.853586
3483648,3483648,0.822077
3486720,3486720,0.874238
3489792,3489792,0.786956
3492864,3492864,0.843257
3495936,3495936,0.802716
3499008,3499008,0.803546
3502080,3502080,0.811762
3505152,3505152,0.677247
3508224,3508224,0.674817
3511296,3511296,0.780840
3514368,3514368,0.785749
3517440,3517440,0.795858
3520512,3520512,0.721319
3523584,3523584,0.587502
3526656,3526656,0.759649
3529728,3529728,0.801233
3532800,3532800,0.751284
3535872,3535872,0.698828
3538944,3538944,0.770183
3542016,3542016,0.753185
3545088,3545088,0.751725
3548160,3548160,0.758258
3551232,3551232,0.749201
3554304,3554304,0.748707
3557376,3557376,0.701287
3560448,3560448,0.718118
3563520,3563520,0.611417
3566592,3566592,0.617063
3569664,3569664,0.686867
3572736,3572736,0.770237
3575808,3575808,0.675968
3578880,3578880,0.752136
3581952,3581952,0.767271
3585024,3585024,0.683448
3588096,3588096,0.607962
3591168,3591168,0.736577
3594240,3594240,0.794357
3597312,3597312,0.776178
3600384,3600384,0.795140
3603456,3603456,0.896736
3606528,3606528,0.868340
3609600,3609600,0.842516
3612672,3612672,0.677736
3615744,3615744,0.843564
3618816,3618816,0.621577
3621888,3621888,0.543632
3624960,3624960,0.520548
3628032,3628032,0.437862
3631104,3631104,0.406592
3634176,3634176,0.449933
3637248,3637248,0.510664
3640320,3640320,0.539386
3643392,3643392,0.465018
3646464,3646464,0.470205
3649536,3649536,0.540131
3652608,3652608,0.514786
3655680,3655680,0.522818
3658752,3658752,0.542067
3661824,3661824,0.552521
3664896,3664896,0.483075
3667968,3667968,0.504894
3671040,3671040,0.455629
3674112,3674112,0.600672
3677184,3677184,0.594154
3680256,3680256,0.552993
3683328,3683328,0.549904
3686400,3686400,0.503543
3689472,3689472,0.572694
3692544,3692544,0.561487
3695616,3695616,0.520948
3698688,3698688,0.540557
3701760,3701760,0.468678
3704832,3704832,0.325855
3707904,3707904,0.488411
3710976,3710976,0.479389
3714048,3714048,0.393180
3717120,3717120,0.359491
3720192,3720192,0.607679
3723264,3723264,0.509386
3726336,3726336,0.541681
3729408,3729408,0.531884
3732480,3732480,0.570435
3735552,3735552,0.338886
3738624,3738624,0.537433
3741696,3741696,0.536423
3744768,3744768,0.534786
3747840,3747840,0.479029
3750912,3750912,0.600525
3753984,3753984,0.597977
3757056,3757056,0.405184
3760128,3760128,0.332990
3763200,3763200,0.517479
3766272,3766272,0.602917
3769344,3769344,0.506220
3772416,3772416,0.499196
3775488,3775488,0.514143
3778560,3778560,0.564458
3781632,3781632,0.274131
3784704,3784704,0.129421
3787776,3787776,0.125000
3790848,3790848,0.125000
3793920,3793920,0.127743
3796992,3796992,0.217884
3800064,3800064,0.441653
3803136,3803136,0.335344
3806208,3806208,0.391093
3809280,3809280,0.342238
3812352,3812352,0.343267
3815424,3815424,0.398151
3818496,3818496,0.365103
3821568,3821568,0.402513
3824640,3824640,0.378087
3827712,3827712,0.341877
3830784,3830784,0.374678
3833856,3833856,0.335713
3836928,3836928,0.339896
3840000,3840000,0.415740
3843072,3843072,0.365985
3846144,3846144,0.365942
3849216,3849216,0.411070
3852288,3852288,0.379891
3855360,3855360,0.367399
3858432,3858432,0.322518
3861504,3861504,0.323951
3864576,3864576,0.317771
3867648,3867648,0.395008
3870720,3870720,0.352651
3873792,3873792,0.347248
3876864,3876864,0.352901
3879936,3879936,0.387875
3883008,3883008,0.358218
3886080,3886080,0.335557
3889152,3889152,0.416644
3892224,3892224,0.359144
3895296,3895296,0.330657
3898368,3898368,0.369817
3901440,3901440,0.314905
3904512,3904512,0.406382
3907584,3907584,0.392640
3910656,3910656,0.342783
3913728,3913728,0.448154
3916800,3916800,0.424333
3919872,3919872,0.338811
3922944,3922944,0.351817
3926016,3926016,0.344252
3929088,3929088,0.407989
3932160,3932160,0.405264
3935232,3935232,0.382364
3938304,3938304,0.415116
3941376,3941376,0.390033
3944448,3944448,0.385317
3947520,3947520,0.341218
3950592,3950592,0.347034
3953664,3953664,0.429192
3956736,3956736,0.424635
3959808,3959808,0.421514
3962880,3962880,0.391465
3965952,3965952,0.363475
3969024,3969024,0.379873
3972096,3972096,0.372595
3975168,3975168,0.432731
3978240,3978240,0.439000
3981312,3981312,0.377398
3984384,3984384,0.356793
3987456,3987456,0.331824
3990528,3990528,0.367010
3993600,3993600,0.434657
3996672,3996672,0.366901
3999744,3999744,0.354219
4002816,4002816,0.366529
4005888,4005888,0.369068
4008960,4008960,0.358693
4012032,4012032,0.367079
4015104,4015104,0.388252
4018176,4018176,0.355222
4021248,4021248,0.361958
4024320,4024320,0.357814
4027392,4027392,0.366890
4030464,4030464,0.338788
4033536,4033536,0.351483
4036608,4036608,0.388568
4039680,4039680,0.340010
4042752,4042752,0.394080
4045824,4045824,0.383039
4048896,4048896,0.367286
4051968,4051968,0.358926
4055040,4055040,0.372501
4058112,4058112,0.385197
4061184,4061184,0.438174
4064256,4064256,0.641307
4067328,4067328,0.608568
4070400,4070400,0.653920
4073472,4073472,0.591185
4076544,4076544,0.586257
4079616,4079616,0.573117
4082688,4082688,0.584961
4085760,4085760,0.572257
4088832,4088832,0.595050
4091904,4091904,0.586323
4094976,4094976,0.596748
4098048,4098048,0.671406
4101120,4101120,0.623231
4104192,4104192,0.586338
4107264,4107264,0.602559
4110336,4110336,0.685631
4113408,4113408,0.648764
4116480,4116480,0.580494
4119552,4119552,0.600845
4122624,4122624,0.692672
4125696,4125696,0.641463
4128768,4128768,0.674676
4131840,4131840,0.578640
4134912,4134912,0.580009
4137984,4137984,0.588147
4141056,4141056,0.611154
4144128,4144128,0.583446
4147200,4147200,0.591174
4150272,4150272,0.573972
4153344,4153344,0.586381
4156416,4156416,0.577011
4159488,4159488,0.579497
4162560,4162560,0.609732
4165632,4165632,0.577145
4168704,4168704,0.565274
4171776,4171776,0.584167
4174848,4174848,0.616616
4177920,4177920,0.496622
4180992,4180992,0.589752
4184064,4184064,0.592596
4187136,4187136,0.641777
4190208,4190208,0.587256
4193280,4193280,0.578640
4194304,4194304,0.579189
4197376,4197376,0.602912
4200448,4200448,0.592803
4203520,4203520,0.651218
4206592,4206592,0.661247
4209664,4209664,0.601498
4212736,4212736,0.602326
4215808,4215808,0.571194
4218880,4218880,0.650805
4221952,4221952,0.586006
4225024,4225024,0.593870
4228096,4228096,0.584217
4231168,4231168,0.607552
4234240,4234240,0.886289
4237312,4237312,0.579871
4240384,4240384,0.609118
4243456,4243456,0.591278
4246528,4246528,0.578714
4249600,4249600,0.574012
4252672,4252672,0.418984
4255744,4255744,0.553524
4258816,4258816,0.617501
4261888,4261888,0.506128
4264960,4264960,0.479592
4268032,4268032,0.521887
4271104,4271104,0.391047
4274176,4274176,0.224682
4277248,4277248,0.245180
4280320,4280320,0.235482
4283392,4283392,0.397418
4286464,4286464,0.306428
4289536,4289536,0.252227
4292608,4292608,0.159217
4295680,4295680,0.136498
4298752,4298752,0.256734
4301824,4301824,0.264914
4304896,4304896,0.229999
4307968,4307968,0.212400
4311040,4311040,0.197167
4314112,4314112,0.199664
4317184,4317184,0.202793
4320256,4320256,0.164954
4323328,4323328,0.207424
4326400,4326400,0.237289
4329472,4329472,0.233083
4332544,4332544,0.161936
4335616,4335616,0.132487
4338688,4338688,0.343823
4341760,4341760,0.217631
4344832,4344832,0.125000
4347904,4347904,0.125000
4350976,4350976,0.125000
4354048,4354048,0.190926
4357120,4357120,0.622166
4360192,4360192,0.474561
4363264,4363264,0.567863
4366336,4366336,0.584915
4369408,4369408,0.615603
4372480,4372480,0.610781
4375552,4375552,0.579527
4378624,4378624,0.592352
4381696,4381696,0.649804
4384768,4384768,0.537284
4387840,4387840,0.578070
4390912,4390912,0.574081
4393984,4393984,0.565534
4397056,4397056,0.580494
4400128,4400128,0.539511
4403200,4403200,0.577025
4406272,4406272,0.546773
4409344,4409344,0.595184
4412416,4412416,0.597912
4415488,4415488,0.588445
4418560,4418560,0.611174
4421632,4421632,0.596921
4424704,4424704,0.570868
4427776,4427776,0.574499
4430848,4430848,0.570588
4433920,4433920,0.571336
4436992,4436992,0.597030
4440064,4440064,0.572172
4443136,4443136,0.595459
4446208,4446208,0.579598
4449280,4449280,0.564835
4452352,4452352,0.649838
4455424,4455424,0.576339
4458496,4458496,0.589730
4461568,4461568,0.580173
4464640,4464640,0.586929
4467712,4467712,0.599514
4470784,4470784,0.579126
4473856,4473856,0.568283
4476928,4476928,0.359213
4480000,4480000,0.140286
4483072,4483072,0.289579
4486144,4486144,0.523142
4489216,4489216,0.314844
4492288,4492288,0.312792
4495360,4495360,0.550446
4498432,4498432,0.598029
4501504,4501504,0.645811
4504576,4504576,0.569455
4507648,4507648,0.618272
4510720,4510720,0.651177
4513792,4513792,0.650927
4516864,4516864,0.763629
4519936,4519936,0.651166
4523008,4523008,0.623942
4526080,4526080,0.691826
4529152,4529152,0.643875
4532224,4532224,0.682622
4535296,4535296,0.663220
4538368,4538368,0.653507
4541440,4541440,0.684986
4544512,4544512,0.625774
4547584,4547584,0.664701
4550656,4550656,0.597498
4553728,4553728,0.627989
4556800,4556800,0.569906
4559872,4559872,0.653819
4562944,4562944,0.658463
4566016,4566016,0.661126
4569088,4569088,0.678451
4572160,4572160,0.613455
4575232,4575232,0.629761
4578304,4578304,0.649061
4581376,4581376,0.612045
4584448,4584448,0.627483
4587520,4587520,0.617298
4590592,4590592,0.616467
4593664,4593664,0.673660
4596736,4596736,0.644496
4599808,4599808,0.607364
4602880,4602880,0.582439
4605952,4605952,0.612312
4609024,4609024,0.593252
4612096,4612096,0.376566
4615168,4615168,0.496014
4618240,4618240,0.483821
4621312,4621312,0.587480
4624384,4624384,0.605445
4627456,4627456,0.372205
4630528,4630528,0.638459
4633600,4633600,0.458567
4636672,4636672,0.374911
4639744,4639744,0.209296
4642816,4642816,0.211571
4645888,4645888,0.238753
4648960,4648960,0.240008
4652032,4652032,0.240411
4655104,4655104,0.232602
4658176,4658176,0.254696
4661248,4661248,0.268730
4664320,4664320,0.193599
4667392,4667392,0.255351
4670464,4670464,0.229080
4673536,4673536,0.213296
4676608,4676608,0.240946
4679680,4679680,0.255408
4682752,4682752,0.313718
4685824,4685824,0.197672
4688896,4688896,0.193599
4691968,4691968,0.292794
4695040,4695040,0.219899
4698112,4698112,0.212710
4701184,4701184,0.233289
4704256,4704256,0.240595
4707328,4707328,0.201507
4710400,4710400,0.257353
4713472,4713472,0.322040
4716544,4716544,0.559469
4719616,4719616,0.584324
4722688,4722688,0.548942
4725760,4725760,0.603261
4728832,4728832,0.596066
4731904,4731904,0.593524
4734976,4734976,0.593252
4738048,4738048,0.641836
4741120,4741120,0.565556
4744192,4744192,0.604820
4747264,4747264,0.337484
4750336,4750336,0.541470
4753408,4753408,0.606510
4756480,4756480,0.601645
4759552,4759552,0.615199
4762624,4762624,0.599012
4765696,4765696,0.639672
4768768,4768768,0.734217
4771840,4771840,0.738498
4774912,4774912,0.728334
4777984,4777984,0.730021
4781056,4781056,0.739042
4784128,4784128,0.737442
4787200,4787200,0.735083
4790272,4790272,0.732631
4793344,4793344,0.731254
4796416,4796416,0.748098
4799488,4799488,0.730103
4802560,4802560,0.739559
4805632,4805632,0.744863
4808704,4808704,0.751259
4811776,4811776,0.735111
4814848,4814848,0.723576
4817920,4817920,0.695359
4820992,4820992,0.715673
4824064,4824064,0.712367
4827136,4827136,0.699327
4830208,4830208,0.703760
4833280,4833280,0.700292
4836352,4836352,0.696983
4839424,4839424,0.715521
4842496,4842496,0.601741
4845568,4845568,0.618884
4848640,4848640,0.601160
4851712,4851712,0.630411
4854784,4854784,0.629006
4857856,4857856,0.640201
4860928,4860928,0.628633
4864000,4864000,0.643315
4867072,4867072,0.584149
4870144,4870144,0.574746
4873216,4873216,0.589115
4876288,4876288,0.598921
4879360,4879360,0.593900
4882432,4882432,0.603671
4885504,4885504,0.623868
4888576,4888576,0.613486
4891648,4891648,0.622514
4894720,4894720,0.597538
4897792,4897792,0.605579
4900864,4900864,0.621476
4903936,4903936,0.613927
4907008,4907008,0.630935
4910080,4910080,0.627141
4913152,4913152,0.611704
4916224,4916224,0.628416
4919296,4919296,0.614531
4922368,4922368,0.645323
4925440,4925440,0.622199
4928512,4928512,0.602046
4931584,4931584,0.641110
4934656,4934656,0.644816
4937728,4937728,0.646920
4940800,4940800,0.644393
4943872,4943872,0.648924
4946944,4946944,0.652692
4950016,4950016,0.641861
4953088,4953088,0.603626
4956160,4956160,0.622312
4959232,4959232,0.622444
4962304,4962304,0.616800
4965376,4965376,0.638983
4968448,4968448,0.612878
4971520,4971520,0.604507
4974592,4974592,0.620354
4977664,4977664,0.618181
4980736,4980736,0.616044
4983808,4983808,0.620940
4986880,4986880,0.582146
4989952,4989952,0.596721
4993024,4993024,0.628776
4996096,4996096,0.641513
4999168,4999168,0.628404
5002240,5002240,0.618729
5005312,5005312,0.610020
5008384,5008384,0.621526
5011456,5011456,0.630353
5014528,5014528,0.619807
5017600,5017600,0.637001
5020672,5020672,0.612656
5023744,5023744,0.630831
5026816,5026816,0.623740
5029888,5029888,0.608307
5032960,5032960,0.616902
5036032,5036032,0.631276
5039104,5039104,0.627323
5042176,5042176,0.636712
5045248,5045248,0.620934
5048320,5048320,0.624485
5051392,5051392,0.623885
5054464,5054464,0.566726
5057536,5057536,0.623517
5060608,5060608,0.609179
5063680,5063680,0.597227
5066752,5066752,0.645539
5069824,5069824,0.618468
5072896,5072896,0.628061
5075968,5075968,0.640435
5079040,5079040,0.643150
5082112,5082112,0.641514
5085184,5085184,0.629106
5088256,5088256,0.616179
5091328,5091328,0.577564
5094400,5094400,0.626268
5097472,5097472,0.615325
5100544,5100544,0.623271
5103616,5103616,0.631379
5106688,5106688,0.644663
5109760,5109760,0.630046
5112832,5112832,0.642875
5115904,5115904,0.648560
5118976,5118976,0.631032
5122048,5122048,0.632161
5125120,5125120,0.625521
5128192,5128192,0.635678
5131264,5131264,0.613198
5134336,5134336,0.633463
5137408,5137408,0.622687
5140480,5140480,0.623272
5143552,5143552,0.613276
5146624,5146624,0.621983
5149696,5149696,0.631617
5152768,5152768,0.595985
5155840,5155840,0.637869
5158912,5158912,0.627359
5161984,5161984,0.628312
5165056,5165056,0.626069
5168128,5168128,0.619928
5171200,5171200,0.626090
5174272,5174272,0.639861
5177344,5177344,0.613013
5180416,5180416,0.594171
5183488,5183488,0.628692
5186560,5186560,0.634466
5189632,5189632,0.621139
5192704,5192704,0.537006
5195776,5195776,0.169421
5198848,5198848,0.305463
5201920,5201920,0.088162
5204992,5204992,0.112706
5208064,5208064,0.203501
5211136,5211136,0.147844
5214208,5214208,0.101872
5217280,5217280,0.119644
5220352,5220352,0.162004
5223424,5223424,0.155972
5226496,5226496,0.124388
5229568,5229568,0.145031
5232640,5232640,0.156097
5235712,5235712,0.182317
5238784,5238784,0.207549
5241856,5241856,0.233156
5242880,5242880,0.229341
5245952,5245952,0.198704
5249024,5249024,0.138275
5252096,5252096,0.154631
5255168,5255168,0.111021
5258240,5258240,0.123281
5261312,5261312,0.212079
5264384,5264384,0.255057
5267456,5267456,0.187764
5270528,5270528,0.229359
5273600,5273600,0.116862
5276672,5276672,0.169166
5279744,5279744,0.067451
5282816,5282816,0.133975
5285888,5285888,0.157355
5288960,5288960,0.232665
5292032,5292032,0.225820
5295104,5295104,0.164356
5298176,5298176,0.192662
5301248,5301248,0.128584
5304320,5304320,0.162274
5307392,5307392,0.280510
5310464,5310464,0.262266
5313536,5313536,0.284448
5316608,5316608,0.303803
5319680,5319680,0.227205
5322752,5322752,0.182359
5325824,5325824,0.181442
5328896,5328896,0.128517
5331968,5331968,0.200882
5335040,5335040,0.105694
5338112,5338112,0.207563
5341184,5341184,0.348380
5344256,5344256,0.248354
5347328,5347328,0.276379
5350400,5350400,0.145054
5353472,5353472,0.206263
5356544,5356544,0.189982
5359616,5359616,0.200319
5362688,5362688,0.149887
5365760,5365760,0.108394
5368832,5368832,0.101184
5371904,5371904,0.241773
5374976,5374976,0.128104
5378048,5378048,0.182019
5381120,5381120,0.187151
5384192,5384192,0.246020
5387264,5387264,0.097160
5390336,5390336,0.220349
5393408,5393408,0.149186
5396480,5396480,0.170316
5399552,5399552,0.105676
5402624,5402624,0.279614
5405696,5405696,0.156332
5408768,5408768,0.183937
5411840,5411840,0.228028
5414912,5414912,0.200418
5417984,5417984,0.128365
5421056,5421056,0.130042
5424128,5424128,0.277406
5427200,5427200,0.149822
5430272,5430272,0.200110
5433344,5433344,0.264842
5436416,5436416,0.130822
5439488,5439488,0.103477
5442560,5442560,0.098825
5445632,5445632,0.103678
5448704,5448704,0.102963
5451776,5451776,0.110533
5454848,5454848,0.100823
5457920,5457920,0.223980
5460992,5460992,0.146038
5464064,5464064,0.128273
5467136,5467136,0.127901
5470208,5470208,0.275886
5473280,5473280,0.202706
5476352,5476352,0.163941
5479424,5479424,0.081017
5482496,5482496,0.081228
5485568,5485568,0.344337
5488640,5488640,0.232885
